PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,POSITION,ROSTERSTATUS,TEAM_ID,FROM_YEAR,TO_YEAR,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,1998-07-12T00:00:00,Kentucky,Canada,6-6,181,Guard,Active,1610612746,2018,2018,2018,1,11
203497,Rudy,Gobert,Rudy Gobert,1992-06-26T00:00:00,France,France,7-1,245,Center,Active,1610612762,2013,2018,2013,1,27
1629164,Brandon,Goodwin,Brandon Goodwin,1995-10-02T00:00:00,,USA,6-2,180,Guard,Active,1610612743,2018,2018,Undrafted,Undrafted,Undrafted
203932,Aaron,Gordon,Aaron Gordon,1995-09-16T00:00:00,Arizona,USA,6-9,220,Forward,Active,1610612753,2014,2018,2014,1,4
201569,Eric,Gordon,Eric Gordon,1988-12-25T00:00:00,Indiana,USA,6-4,215,Guard,Active,1610612745,2008,2018,2008,1,7
1628984,Devonte',Graham,Devonte' Graham,1995-02-22T00:00:00,Kansas,USA,6-2,185,Guard,Active,1610612766,2018,2018,2018,2,34
1626203,Treveon,Graham,Treveon Graham,1993-10-28T00:00:00,Virginia Commonwealth,USA,6-5,225,Forward,Active,1610612751,2016,2018,Undrafted,Undrafted,Undrafted
203924,Jerami,Grant,Jerami Grant,1994-03-12T00:00:00,Syracuse,USA,6-9,220,Forward,Active,1610612760,2014,2018,2014,2,39
1626170,Jerian,Grant,Jerian Grant,1992-10-09T00:00:00,Notre Dame,USA,6-4,205,Guard,Active,1610612753,2015,2018,2015,1,19
1629055,Donte,Grantham,Donte Grantham,1995-03-19T00:00:00,Clemson,USA,6-8,215,Forward,Active,1610612760,2018,2018,Undrafted,Undrafted,Undrafted
201980,Danny,Green,Danny Green,1987-06-22T00:00:00,North Carolina,USA,6-6,215,Guard-Forward,Active,1610612761,2009,2018,2009,2,46
203110,Draymond,Green,Draymond Green,1990-03-04T00:00:00,Michigan State,USA,6-7,230,Forward,Active,1610612744,2012,2018,2012,2,35
101123,Gerald,Green,Gerald Green,1986-01-26T00:00:00,Gulf Shores Aca. (TX),USA,6-7,205,Guard-Forward,Active,1610612745,2005,2018,2005,1,18
203210,JaMychal,Green,JaMychal Green,1990-06-21T00:00:00,Alabama,USA,6-9,227,Forward,Active,1610612746,2014,2018,Undrafted,Undrafted,Undrafted
201145,Jeff,Green,Jeff Green,1986-08-28T00:00:00,Georgetown,USA,6-9,235,Forward,Active,1610612764,2007,2018,2007,1,5
201933,Blake,Griffin,Blake Griffin,1989-03-16T00:00:00,Oklahoma,USA,6-10,250,Forward,Active,1610612765,2009,2018,2009,1,1
203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,1992-03-16T00:00:00,Michigan,USA,6-6,205,Guard,Active,1610612742,2013,2018,2013,1,24
201935,James,Harden,James Harden,1989-08-26T00:00:00,Arizona State,USA,6-5,220,Guard,Active,1610612745,2009,2018,2009,1,3
203090,Maurice,Harkless,Maurice Harkless,1993-05-11T00:00:00,St. John's (NY),USA,6-9,220,Forward,Active,1610612757,2012,2018,2012,1,15
1626149,Montrezl,Harrell,Montrezl Harrell,1994-01-26T00:00:00,Louisville,USA,6-8,240,Forward-Center,Active,1610612746,2015,2018,2015,2,32
2734,Devin,Harris,Devin Harris,1983-02-27T00:00:00,Wisconsin,USA,6-3,185,Guard,Active,1610612742,2004,2018,2004,1,5
203914,Gary,Harris,Gary Harris,1994-09-14T00:00:00,Michigan State,USA,6-4,210,Guard,Active,1610612743,2014,2018,2014,1,19
203925,Joe,Harris,Joe Harris,1991-09-06T00:00:00,Virginia,USA,6-6,218,Forward-Guard,Active,1610612751,2014,2018,2014,2,33
202699,Tobias,Harris,Tobias Harris,1992-07-15T00:00:00,Tennessee,USA,6-9,235,Forward,Active,1610612755,2011,2018,2011,1,19
1627885,Shaquille,Harrison,Shaquille Harrison,1993-10-06T00:00:00,Tulsa,USA,6-4,190,Guard,Active,1610612741,2017,2018,Undrafted,Undrafted,Undrafted
1628404,Josh,Hart,Josh Hart,1995-03-06T00:00:00,Villanova,USA,6-5,215,Guard,Active,1610612747,2017,2018,2017,1,30
1628392,Isaiah,Hartenstein,Isaiah Hartenstein,1998-05-05T00:00:00,,Germany,7-0,249,Forward-Center,Active,1610612745,2018,2018,2017,2,43
2617,Udonis,Haslem,Udonis Haslem,1980-06-09T00:00:00,Florida,USA,6-8,235,Forward,Active,1610612748,2003,2018,Undrafted,Undrafted,Undrafted
202330,Gordon,Hayward,Gordon Hayward,1990-03-23T00:00:00,Butler,USA,6-8,225,Forward,Active,1610612738,2010,2018,2010,1,9
203089,John,Henson,John Henson,1990-12-28T00:00:00,North Carolina,USA,6-11,219,Forward,Active,1610612739,2012,2018,2012,1,14
1627823,Juancho,Hernangomez,Juancho Hernangomez,1995-09-28T00:00:00,,Spain,6-9,230,Forward,Active,1610612743,2016,2018,2016,1,15
1626195,Willy,Hernangomez,Willy Hernangomez,1994-05-27T00:00:00,Spain,Spain,6-11,240,Center,Active,1610612766,2016,2018,2015,2,35
1626209,Mario,Hezonja,Mario Hezonja,1995-02-25T00:00:00,Croatia,Croatia,6-8,225,Forward,Active,1610612752,2015,2018,2015,1,5
1628439,Isaiah,Hicks,Isaiah Hicks,1994-07-24T00:00:00,North Carolina,USA,6-9,230,Forward,Active,1610612752,2017,2018,Undrafted,Undrafted,Undrafted
1627741,Buddy,Hield,Buddy Hield,1992-12-17T00:00:00,Oklahoma,Bahamas,6-4,214,Guard,Active,1610612758,2016,2018,2016,1,6
1629312,Haywood,Highsmith,Haywood Highsmith,1996-12-09T00:00:00,,USA,6-7,220,Forward,Active,1610612755,2018,2018,Undrafted,Undrafted,Undrafted
2403,Nene,Hilario,Nene,1982-09-13T00:00:00,"Sao Carlos, Brazil",Brazil,6-11,250,Center-Forward,Active,1610612745,2002,2018,2002,1,7
201588,George,Hill,George Hill,1986-05-04T00:00:00,Indiana Purdue-Indianapolis,USA,6-3,188,Guard,Active,1610612749,2008,2018,2008,1,26
203524,Solomon,Hill,Solomon Hill,1991-03-18T00:00:00,Arizona,USA,6-7,225,Forward,Active,1610612740,2013,2018,2013,1,23
1628988,Aaron,Holiday,Aaron Holiday,1996-09-30T00:00:00,California-Los Angeles,USA,6-1,185,Guard,Active,1610612754,2018,2018,2018,1,23
201950,Jrue,Holiday,Jrue Holiday,1990-06-12T00:00:00,UCLA,USA,6-4,205,Guard,Active,1610612740,2009,2018,2009,1,17
203200,Justin,Holiday,Justin Holiday,1989-04-05T00:00:00,Washington,USA,6-6,181,Forward-Guard,Active,1610612763,2012,2018,Undrafted,Undrafted,Undrafted
1626178,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,1995-01-03T00:00:00,Arizona,USA,6-7,217,Forward,Active,1610612751,2015,2018,2015,1,23
1626158,Richaun,Holmes,Richaun Holmes,1993-10-15T00:00:00,Bowling Green,USA,6-10,235,Forward-Center,Active,1610612756,2015,2018,2015,2,37
203918,Rodney,Hood,Rodney Hood,1992-10-20T00:00:00,Duke,USA,6-8,206,Guard,Active,1610612757,2014,2018,2014,1,23
201143,Al,Horford,Al Horford,1986-06-03T00:00:00,Florida,Dominican Republic,6-10,245,Center-Forward,Active,1610612738,2007,2018,2007,1,3
1627863,Danuel,House Jr.,Danuel House Jr.,1993-06-07T00:00:00,Texas A&M,USA,6-7,220,Forward-Guard,Active,1610612745,2016,2018,Undrafted,Undrafted,Undrafted
2730,Dwight,Howard,Dwight Howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,6-11,265,Center,Active,1610612764,2004,2018,2004,1,1
1628989,Kevin,Huerter,Kevin Huerter,1998-08-27T00:00:00,Maryland,USA,6-7,190,Guard,Active,1610612737,2018,2018,2018,1,19
1626154,RJ,Hunter,RJ Hunter,1993-10-24T00:00:00,Georgia State,USA,6-5,185,Guard,Active,1610612738,2015,2018,2015,1,28
1628990,Chandler,Hutchison,Chandler Hutchison,1996-04-26T00:00:00,Boise State,USA,6-7,197,Forward,Active,1610612741,2018,2018,2018,1,22
201586,Serge,Ibaka,Serge Ibaka,1989-09-18T00:00:00,"Brazzaville, Rep. of Congo",Democratic Republic of the Congo,6-10,235,Center-Forward,Active,1610612761,2009,2018,2008,1,24
2738,Andre,Iguodala,Andre Iguodala,1984-01-28T00:00:00,Arizona,USA,6-6,215,Guard-Forward,Active,1610612744,2004,2018,2004,1,9
101141,Ersan,Ilyasova,Ersan Ilyasova,1987-05-15T00:00:00,"Eskisehir, Turkey",Turkey,6-10,235,Forward,Active,1610612749,2006,2018,2005,2,36
204060,Joe,Ingles,Joe Ingles,1987-10-02T00:00:00,,Australia,6-8,226,Forward,Active,1610612762,2014,2018,Undrafted,Undrafted,Undrafted
1627742,Brandon,Ingram,Brandon Ingram,1997-09-02T00:00:00,Duke,USA,6-9,190,Forward,Active,1610612747,2016,2018,2016,1,2
202681,Kyrie,Irving,Kyrie Irving,1992-03-23T00:00:00,Duke,Australia,6-3,193,Guard,Active,1610612738,2011,2018,2011,1,1
1628371,Jonathan,Isaac,Jonathan Isaac,1997-10-03T00:00:00,Florida State,USA,6-10,210,Forward,Active,1610612753,2017,2018,2017,1,6
1628411,Wes,Iwundu,Wes Iwundu,1994-12-20T00:00:00,Kansas State,USA,6-7,195,Forward,Active,1610612753,2017,2018,2017,2,33
1628402,Frank,Jackson,Frank Jackson,1998-05-04T00:00:00,Duke,USA,6-3,205,Guard,Active,1610612740,2017,2018,2017,2,31
1628367,Josh,Jackson,Josh Jackson,1997-02-10T00:00:00,Kansas,USA,6-8,200,Forward,Active,1610612756,2017,2018,2017,1,4
1628382,Justin,Jackson,Justin Jackson,1995-03-28T00:00:00,North Carolina,USA,6-8,210,Forward,Active,1610612742,2017,2018,2017,1,15
202704,Reggie,Jackson,Reggie Jackson,1990-04-16T00:00:00,Boston College,USA,6-3,208,Guard,Active,1610612765,2011,2018,2011,1,24
1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,1999-09-15T00:00:00,Michigan State,USA,6-11,242,Forward-Center,Active,1610612763,2018,2018,2018,1,4
2544,LeBron,James,LeBron James,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,6-8,250,Forward,Active,1610612747,2003,2018,2003,1,1
1628518,Amile,Jefferson,Amile Jefferson,1993-05-07T00:00:00,Duke,USA,6-9,222,Forward,Active,1610612753,2017,2018,Undrafted,Undrafted,Undrafted
203098,John,Jenkins,John Jenkins,1991-03-06T00:00:00,Vanderbilt,USA,6-4,215,Guard,Active,1610612737,2012,2018,2012,1,23
201973,Jonas,Jerebko,Jonas Jerebko,1987-03-02T00:00:00,"Kinna, Sweden",Sweden,6-10,231,Forward,Active,1610612744,2009,2018,2009,2,39
1628993,Alize,Johnson,Alize Johnson,1996-04-22T00:00:00,Missouri State,USA,6-9,212,Forward,Active,1610612754,2018,2018,2018,2,50
101161,Amir,Johnson,Amir Johnson,1987-05-01T00:00:00,Westchester HS (Los Angeles),USA,6-9,240,Center-Forward,Active,1610612755,2005,2018,2005,2,56
1629168,BJ,Johnson,BJ Johnson,1995-12-21T00:00:00,,USA,6-7,200,Forward,Active,1610612737,2018,2018,Undrafted,Undrafted,Undrafted
201949,James,Johnson,James Johnson,1987-02-20T00:00:00,Wake Forest,USA,6-8,240,Forward,Active,1610612748,2009,2018,2009,1,16
1626169,Stanley,Johnson,Stanley Johnson,1996-05-29T00:00:00,Arizona,USA,6-7,245,Forward,Active,1610612740,2015,2018,2015,1,8
204020,Tyler,Johnson,Tyler Johnson,1992-05-07T00:00:00,Fresno State,USA,6-4,190,Guard,Active,1610612756,2014,2018,Undrafted,Undrafted,Undrafted
202325,Wesley,Johnson,Wesley Johnson,1987-07-11T00:00:00,Syracuse,USA,6-7,215,Forward-Guard,Active,1610612764,2010,2018,2010,1,4
203999,Nikola,Jokic,Nikola Jokic,1995-02-19T00:00:00,Serbia,Serbia,7-0,250,Center,Active,1610612743,2015,2018,2014,2,41
1627745,Damian,Jones,Damian Jones,1995-06-30T00:00:00,Vanderbilt,USA,7-0,245,Center,Active,1610612744,2016,2018,2016,1,30
1626145,Tyus,Jones,Tyus Jones,1996-05-10T00:00:00,Duke,USA,6-2,196,Guard,Active,1610612750,2015,2018,2015,1,24
1627884,Derrick,Jones Jr.,Derrick Jones Jr.,1997-02-15T00:00:00,Nevada-Las Vegas,USA,6-7,200,Forward-Guard,Active,1610612748,2016,2018,Undrafted,Undrafted,Undrafted
201599,DeAndre,Jordan,DeAndre Jordan,1988-07-21T00:00:00,Texas A&M,USA,6-11,265,Center,Active,1610612752,2008,2018,2008,2,35
202709,Cory,Joseph,Cory Joseph,1991-08-20T00:00:00,Texas,Canada,6-3,193,Guard,Active,1610612754,2011,2018,2011,1,29
1626163,Frank,Kaminsky,Frank Kaminsky,1993-04-04T00:00:00,Wisconsin,USA,7-0,242,Forward-Center,Active,1610612766,2015,2018,2015,1,9
202683,Enes,Kanter,Enes Kanter,1992-05-20T00:00:00,Kentucky,Turkey,6-11,250,Center,Active,1610612757,2011,2018,2011,1,3
1628379,Luke,Kennard,Luke Kennard,1996-06-24T00:00:00,Duke,USA,6-5,206,Guard,Active,1610612765,2017,2018,2017,1,12
203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,1993-09-26T00:00:00,Kentucky,USA,6-7,232,Forward,Active,1610612766,2012,2018,2012,1,2
1628994,George,King,George King,1994-01-15T00:00:00,Colorado,USA,6-6,220,Forward,Active,1610612756,2018,2018,2018,2,59
1628467,Maxi,Kleber,Maxi Kleber,1992-01-29T00:00:00,,Germany,6-11,240,Forward,Active,1610612742,2017,2018,Undrafted,Undrafted,Undrafted
202688,Brandon,Knight,Brandon Knight,1991-12-02T00:00:00,Kentucky,USA,6-3,195,Guard,Active,1610612739,2011,2018,2011,1,8
1628995,Kevin,Knox,Kevin Knox,1999-08-11T00:00:00,Kentucky,USA,6-9,215,Forward,Active,1610612752,2018,2018,2018,1,9
1627788,Furkan,Korkmaz,Furkan Korkmaz,1997-07-24T00:00:00,,Turkey,6-7,190,Guard-Forward,Active,1610612755,2017,2018,2016,1,26
1628436,Luke,Kornet,Luke Kornet,1995-07-15T00:00:00,Vanderbilt,USA,7-1,250,Forward-Center,Active,1610612752,2017,2018,Undrafted,Undrafted,Undrafted
2594,Kyle,Korver,Kyle Korver,1981-03-17T00:00:00,Creighton,USA,6-7,212,Guard-Forward,Active,1610612762,2003,2018,2003,2,51
201585,Kosta,Koufos,Kosta Koufos,1989-02-24T00:00:00,Ohio State,USA,7-0,245,Center,Active,1610612758,2008,2018,2008,1,23
1629066,Rodions,Kurucs,Rodions Kurucs,1998-02-05T00:00:00,,Latvia,6-9,210,Forward,Active,1610612751,2018,2018,2018,2,40
1628398,Kyle,Kuzma,Kyle Kuzma,1995-07-24T00:00:00,Utah,USA,6-9,220,Forward,Active,1610612747,2017,2018,2017,1,27
203897,Zach,LaVine,Zach LaVine,1995-03-10T00:00:00,UCLA,USA,6-5,200,Guard,Active,1610612741,2014,2018,2014,1,13
1627746,Skal,Labissiere,Skal Labissiere,1996-03-18T00:00:00,Kentucky,Haiti,6-11,235,Forward,Active,1610612757,2016,2018,2016,1,28
203087,Jeremy,Lamb,Jeremy Lamb,1992-05-30T00:00:00,Connecticut,USA,6-5,185,Guard,Active,1610612766,2012,2018,2012,1,12
1627774,Jake,Layman,Jake Layman,1994-03-07T00:00:00,Maryland,USA,6-9,215,Forward,Active,1610612757,2016,2018,2016,2,47
1627747,Caris,LeVert,Caris LeVert,1994-08-25T00:00:00,Michigan,USA,6-7,204,Guard,Active,1610612751,2016,2018,2016,1,20
1628388,TJ,Leaf,TJ Leaf,1997-04-30T00:00:00,California-Los Angeles,USA,6-10,225,Forward,Active,1610612754,2017,2018,2017,1,18
201584,Courtney,Lee,Courtney Lee,1985-10-03T00:00:00,Western Kentucky,USA,6-5,215,Guard,Active,1610612742,2008,2018,2008,1,22
1627814,Damion,Lee,Damion Lee,1992-10-21T00:00:00,Louisville,USA,6-6,210,Guard,Active,1610612744,2017,2018,Undrafted,Undrafted,Undrafted
203458,Alex,Len,Alex Len,1993-06-16T00:00:00,Maryland,Ukraine,7-1,250,Center,Active,1610612737,2013,2018,2013,1,5
202695,Kawhi,Leonard,Kawhi Leonard,1991-06-29T00:00:00,San Diego State,USA,6-7,230,Forward,Active,1610612761,2011,2018,2011,1,15
203086,Meyers,Leonard,Meyers Leonard,1992-02-27T00:00:00,Illinois,USA,7-1,255,Forward-Center,Active,1610612757,2012,2018,2012,1,11
202720,Jon,Leuer,Jon Leuer,1989-05-14T00:00:00,Wisconsin,USA,6-10,228,Forward,Active,1610612765,2011,2018,2011,2,40
203081,Damian,Lillard,Damian Lillard,1990-07-15T00:00:00,Weber State,USA,6-3,195,Guard,Active,1610612757,2012,2018,2012,1,6
202391,Jeremy,Lin,Jeremy Lin,1988-08-23T00:00:00,Harvard,USA,6-3,200,Guard,Active,1610612761,2010,2018,Undrafted,Undrafted,Undrafted
2733,Shaun,Livingston,Shaun Livingston,1985-09-11T00:00:00,Peoria Central HS (IL),USA,6-7,192,Guard,Active,1610612744,2004,2018,2004,1,4
1626172,Kevon,Looney,Kevon Looney,1996-02-06T00:00:00,UCLA,USA,6-9,220,Center-Forward,Active,1610612744,2015,2018,2015,1,30
201572,Brook,Lopez,Brook Lopez,1988-04-01T00:00:00,Stanford,USA,7-0,270,Center,Active,1610612749,2008,2018,2008,1,10
201577,Robin,Lopez,Robin Lopez,1988-04-01T00:00:00,Stanford,USA,7-0,275,Center,Active,1610612741,2008,2018,2008,1,15
201567,Kevin,Love,Kevin Love,1988-09-07T00:00:00,UCLA,USA,6-10,251,Forward-Center,Active,1610612739,2008,2018,2008,1,5
200768,Kyle,Lowry,Kyle Lowry,1986-03-25T00:00:00,Villanova,USA,6-1,196,Guard,Active,1610612761,2006,2018,2006,1,24
1628070,Jordan,Loyd,Jordan Loyd,1993-07-27T00:00:00,Indianapolis,USA,6-4,210,Guard,Active,1610612761,2018,2018,Undrafted,Undrafted,Undrafted
203564,Kalin,Lucas,Kalin Lucas,1989-05-24T00:00:00,Michigan State,USA,6-1,195,Guard,Active,1610612763,2014,2018,Undrafted,Undrafted,Undrafted
1627789,Timothe,Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1995-05-09T00:00:00,,France,6-6,210,Guard-Forward,Active,1610612741,2016,2018,2016,1,24
1628399,Tyler,Lydon,Tyler Lydon,1996-04-09T00:00:00,Syracuse,USA,6-10,225,Forward,Active,1610612743,2017,2018,2017,1,24
1626168,Trey,Lyles,Trey Lyles,1995-11-05T00:00:00,Kentucky,USA,6-10,234,Forward,Active,1610612743,2015,2018,2015,1,12
203159,Scott,Machado,Scott Machado,1990-06-08T00:00:00,Iona,USA,6-1,205,Guard,Active,1610612745,2012,2018,Undrafted,Undrafted,Undrafted
202714,Shelvin,Mack,Shelvin Mack,1990-04-22T00:00:00,Butler,USA,6-3,203,Guard,Active,1610612766,2011,2018,2011,2,34
1629133,Daryl,Macon,Daryl Macon,1995-11-29T00:00:00,Arkansas,USA,6-3,185,Guard,Active,1610612742,2018,2018,Undrafted,Undrafted,Undrafted
1629122,J.P.,Macura,J.P. Macura,1995-06-05T00:00:00,Xavier (Ohio),USA,6-5,205,Guard,Active,1610612766,2018,2018,Undrafted,Undrafted,Undrafted
101133,Ian,Mahinmi,Ian Mahinmi,1986-11-05T00:00:00,"Rouen, France",France,6-11,262,Center,Active,1610612764,2007,2018,2005,1,28
1627748,Thon,Maker,Thon Maker,1997-02-25T00:00:00,,South Sudan,7-1,221,Forward,Active,1610612765,2016,2018,2016,1,10
1626246,Boban,Marjanovic,Boban Marjanovic,1988-08-15T00:00:00,,Serbia,7-3,290,Center,Active,1610612755,2015,2018,Undrafted,Undrafted,Undrafted
1628374,Lauri,Markkanen,Lauri Markkanen,1997-05-22T00:00:00,Arizona,Finland,7-0,240,Forward,Active,1610612741,2017,2018,2017,1,7
1626185,Jarell,Martin,Jarell Martin,1994-05-24T00:00:00,Louisiana State,USA,6-10,239,Forward,Active,1610612753,2015,2018,2015,1,25
1628412,Frank,Mason,Frank Mason,1994-04-03T00:00:00,Kansas,USA,5-11,190,Guard,Active,1610612758,2017,2018,2017,2,34
1628999,Yante,Maten,Yante Maten,1996-08-14T00:00:00,Georgia,USA,6-8,240,Forward,Active,1610612748,2018,2018,Undrafted,Undrafted,Undrafted
202083,Wesley,Matthews,Wesley Matthews,1986-10-14T00:00:00,Marquette,USA,6-5,220,Guard-Forward,Active,1610612754,2009,2018,Undrafted,Undrafted,Undrafted
201601,Luc,Mbah a Moute,Luc Mbah a Moute,1986-09-09T00:00:00,UCLA,Cameroon,6-8,230,Forward,Active,1610612746,2008,2018,2008,2,37
1627775,Patrick,McCaw,Patrick McCaw,1995-10-25T00:00:00,Nevada-Las Vegas,USA,6-7,185,Guard,Active,1610612761,2016,2018,2016,2,38
203468,CJ,McCollum,CJ McCollum,1991-09-19T00:00:00,Lehigh,USA,6-3,190,Guard,Active,1610612757,2013,2018,2013,1,10
204456,T.J.,McConnell,T.J. McConnell,1992-03-25T00:00:00,Arizona,USA,6-2,190,Guard,Active,1610612755,2015,2018,Undrafted,Undrafted,Undrafted
203926,Doug,McDermott,Doug McDermott,1992-01-03T00:00:00,Creighton,USA,6-8,225,Forward,Active,1610612754,2014,2018,2014,1,11
201580,JaVale,McGee,JaVale McGee,1988-01-19T00:00:00,Nevada,USA,7-0,270,Center,Active,1610612747,2008,2018,2008,1,18
203585,Rodney,McGruder,Rodney McGruder,1991-07-29T00:00:00,Kansas State,USA,6-4,200,Forward-Guard,Active,1610612748,2016,2018,Undrafted,Undrafted,Undrafted
1628035,Alfonzo,McKinnie,Alfonzo McKinnie,1992-09-17T00:00:00,Wisc.-Green Bay,USA,6-8,215,Forward,Active,1610612744,2017,2018,Undrafted,Undrafted,Undrafted
203895,Jordan,McRae,Jordan McRae,1991-03-28T00:00:00,Tennessee,USA,6-5,179,Guard,Active,1610612764,2015,2018,2014,2,58
201975,Jodie,Meeks,Jodie Meeks,1987-08-21T00:00:00,Kentucky,USA,6-4,210,Guard,Active,1610612755,2009,2018,2009,2,41
1626257,Salah,Mejri,Salah Mejri,1986-06-15T00:00:00,,Tunisia,7-2,235,Center,Active,1610612742,2015,2018,Undrafted,Undrafted,Undrafted
1629001,De'Anthony,Melton,De'Anthony Melton,1998-05-28T00:00:00,Southern California,USA,6-4,200,Guard,Active,1610612756,2018,2018,2018,2,46
1629002,Chimezie,Metu,Chimezie Metu,1997-03-22T00:00:00,Southern California,USA,6-10,225,Forward,Active,1610612759,2018,2018,2018,2,49
203114,Khris,Middleton,Khris Middleton,1991-08-12T00:00:00,Texas A&M,USA,6-8,222,Forward,Active,1610612749,2012,2018,2012,2,39
101139,CJ,Miles,CJ Miles,1987-03-18T00:00:00,Skyline HS (TX),USA,6-6,220,Forward-Guard,Active,1610612763,2005,2018,2005,2,34
203121,Darius,Miller,Darius Miller,1990-03-21T00:00:00,Kentucky,USA,6-8,225,Forward,Active,1610612740,2012,2018,2012,2,46
1626259,Malcolm,Miller,Malcolm Miller,1993-03-06T00:00:00,Holy Cross,USA,6-7,210,Forward,Active,1610612761,2017,2018,Undrafted,Undrafted,Undrafted
201988,Patty,Mills,Patty Mills,1988-08-11T00:00:00,Saint Mary's (CA),Australia,6-0,180,Guard,Active,1610612759,2009,2018,2009,2,55
200794,Paul,Millsap,Paul Millsap,1985-02-10T00:00:00,Louisiana Tech,USA,6-8,246,Forward,Active,1610612743,2006,2018,2006,2,47
1629003,Shake,Milton,Shake Milton,1996-09-26T00:00:00,Southern Methodist,USA,6-6,207,Guard,Active,1610612755,2018,2018,2018,2,54
202703,Nikola,Mirotic,Nikola Mirotic,1991-02-11T00:00:00,,Montenegro,6-10,250,Forward,Active,1610612749,2014,2018,2011,1,23
1628378,Donovan,Mitchell,Donovan Mitchell,1996-09-07T00:00:00,Louisville,USA,6-3,215,Guard,Active,1610612762,2017,2018,2017,1,13
1628513,Naz,Mitrou-Long,Naz Mitrou-Long,1993-08-03T00:00:00,Iowa State,Canada,6-4,218,Guard,Active,1610612762,2017,2018,Undrafted,Undrafted,Undrafted
1628370,Malik,Monk,Malik Monk,1998-02-04T00:00:00,Kentucky,USA,6-3,200,Guard,Active,1610612766,2017,2018,2017,1,11
202328,Greg,Monroe,Greg Monroe,1990-06-04T00:00:00,Georgetown,USA,6-11,265,Center,Active,1610612738,2010,2018,2010,1,7
1628500,Ben,Moore,Ben Moore,1995-05-13T00:00:00,Southern Methodist,USA,6-8,220,Forward,Active,1610612759,2017,2018,Undrafted,Undrafted,Undrafted
202734,E'Twaun,Moore,E'Twaun Moore,1989-02-25T00:00:00,Purdue,USA,6-4,191,Guard,Active,1610612740,2011,2018,2011,2,55
203961,Eric,Moreland,Eric Moreland,1991-12-24T00:00:00,Oregon State,USA,6-10,238,Forward-Center,Active,1610612761,2014,2018,Undrafted,Undrafted,Undrafted
202694,Marcus,Morris,Marcus Morris,1989-09-02T00:00:00,Kansas,USA,6-9,235,Forward,Active,1610612738,2011,2018,2011,1,14
202693,Markieff,Morris,Markieff Morris,1989-09-02T00:00:00,Kansas,USA,6-10,245,Forward,Active,1610612760,2011,2018,2011,1,13
1628420,Monte,Morris,Monte Morris,1995-06-27T00:00:00,Iowa State,USA,6-3,175,Guard,Active,1610612743,2017,2018,2017,2,51
1628405,Johnathan,Motley,Johnathan Motley,1995-05-04T00:00:00,Baylor,USA,6-10,230,Forward,Active,1610612746,2017,2018,Undrafted,Undrafted,Undrafted
202389,Timofey,Mozgov,Timofey Mozgov,1986-07-16T00:00:00,"St. Petersburg, Russia",Russia,7-1,275,Center,Active,1610612753,2010,2018,Undrafted,Undrafted,Undrafted
1626144,Emmanuel,Mudiay,Emmanuel Mudiay,1996-03-05T00:00:00,,Democratic Republic of the Congo,6-5,200,Guard,Active,1610612752,2015,2018,2015,1,7
1627749,Dejounte,Murray,Dejounte Murray,1996-09-19T00:00:00,Washington,USA,6-5,170,Guard,Active,1610612759,2016,2018,2016,1,29
1627750,Jamal,Murray,Jamal Murray,1997-02-23T00:00:00,Kentucky,Canada,6-4,207,Guard,Active,1610612743,2016,2018,2016,1,7
1629058,Dzanan,Musa,Dzanan Musa,1999-05-08T00:00:00,,Bosnia and Herzegovina,6-9,208,Guard-Forward,Active,1610612751,2018,2018,2018,1,29
203488,Mike,Muscala,Mike Muscala,1991-07-01T00:00:00,Bucknell,USA,6-11,240,Forward-Center,Active,1610612747,2013,2018,2013,2,44
1629004,Svi,Mykhailiuk,Svi Mykhailiuk,1997-06-10T00:00:00,Kansas,Ukraine,6-8,205,Guard,Active,1610612765,2018,2018,2018,2,47
1627846,Abdel,Nader,Abdel Nader,1993-09-25T00:00:00,Iowa State,Egypt,6-6,225,Forward,Active,1610612760,2017,2018,2016,2,58
1626204,Larry,Nance Jr.,Larry Nance Jr.,1993-01-01T00:00:00,Wyoming,USA,6-9,230,Forward,Active,1610612739,2015,2018,2015,1,27
203894,Shabazz,Napier,Shabazz Napier,1991-07-14T00:00:00,Connecticut,USA,6-1,180,Guard,Active,1610612751,2014,2018,2014,1,24
203526,Raul,Neto,Raul Neto,1992-05-19T00:00:00,,Brazil,6-1,179,Guard,Active,1610612762,2015,2018,2013,2,47
1627777,Georges,Niang,Georges Niang,1993-06-17T00:00:00,Iowa State,USA,6-8,230,Forward,Active,1610612762,2016,2018,2016,2,50
201149,Joakim,Noah,Joakim Noah,1985-02-25T00:00:00,Florida,USA,6-11,230,Center,Active,1610612763,2007,2018,2007,1,9
